,job_type_blue-collar,job_type_entrepreneur,job_type_housemaid,job_type_management,job_type_retired,job_type_self-employed,job_type_services,job_type_student,job_type_technician,job_type_unemployed,job_type_unknown,marital_married,marital_single,marital_unknown,education_secondary,education_tertiary,education_unknown,default_yes,housing_loan_yes,personal_loan_yes,communication_type_telephone,communication_type_unknown,prev_campaign_outcome_other,prev_campaign_outcome_success,prev_campaign_outcome_unknown,prev_campaign_contact_yes,balance_ind_positive,customer_age,log_balance,log_last_contact_duration,log_num_contacts_in_campaign,log_num_contacts_prev_campaign,term_deposit_subscribed,month,month_sin,month_cos,day_of_month,day_of_month_sin,day_of_month_cos,job_type,marital,education,default,housing_loan,personal_loan,communication_type,prev_campaign_outcome,prev_campaign_contact,balance,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign
1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,9.117797360028971,5.318610069815799,1.1314021114911006,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,7,0.9884683243281114,0.1514277775045767,technician,married,secondary,no,no,yes,cellular,unknown,no,1096.0,204.0,3.0,0
1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,60.0,9.32831005687918,4.645351975620923,1.1314021114911006,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,6,0.9510565162951536,0.3090169943749474,unknown,single,secondary,no,no,no,unknown,unknown,no,3232.0,104.0,3.0,0
1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,8.992694182441328,5.5610661724546055,2.2082744135228043,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,12,0.6513724827222223,-0.758758122692791,technician,single,secondary,no,no,no,cellular,unknown,no,24.0,260.0,9.0,0
1530,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,9.09819019195894,5.004617221770693,0.7419373447293773,0.0953101798043249,0,2,0.8660254037844386,0.5000000000000001,5,0.9009688679024191,0.4338837391175582,self-employed,single,tertiary,no,yes,no,cellular,failure,yes,919.0,149.0,2.0,1
1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,28.0,8.996664361723576,4.860587297852597,1.410986973710262,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,7,0.9884683243281114,0.1514277775045767,admin.,divorced,secondary,no,yes,no,unknown,unknown,no,56.0,129.0,4.0,0
1532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,9.073271300567228,3.261935314328648,1.8082887711792652,-2.302585092994045,0,4,0.8660254037844387,-0.4999999999999998,20,-0.8660254037844385,-0.5000000000000004,management,married,tertiary,no,yes,no,cellular,unknown,no,699.0,26.0,6.0,0
1533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,9.010803477962629,5.407620101438487,0.7419373447293773,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,29,-0.3943558551133187,0.9189578116202306,management,married,tertiary,no,no,no,cellular,unknown,no,171.0,223.0,2.0,0
1534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,51.0,9.046066963102708,6.257859140416507,0.7419373447293773,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,15,0.1011683219874327,-0.994869323391895,services,married,unknown,no,yes,no,telephone,unknown,no,465.0,522.0,2.0,0
1535,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,38.0,9.021489545819332,6.637389084295587,1.1314021114911006,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,6,0.9510565162951536,0.3090169943749474,retired,married,secondary,no,no,no,unknown,unknown,no,259.0,763.0,3.0,0
1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,8.989456765062817,5.094363509626968,0.7419373447293773,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,7,0.9884683243281114,0.1514277775045767,technician,married,secondary,no,no,no,cellular,unknown,no,-2.0,163.0,2.0,0
1537,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,8.989082541572184,4.565389315976247,2.312535423847214,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,18,-0.4853019625310808,-0.8743466161445822,retired,divorced,secondary,no,no,no,cellular,unknown,no,-5.0,96.0,10.0,0
1538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,29.0,9.09156809718407,6.30463160106978,0.7419373447293773,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,20,-0.7907757369376986,-0.6121059825476627,services,single,secondary,no,yes,yes,unknown,unknown,no,860.0,547.0,2.0,0
1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,9.293771179704953,3.586292865338835,1.1314021114911006,-2.302585092994045,0,3,1.0,6.123233995736766e-17,30,-0.2012985200886611,0.9795299412524944,admin.,married,tertiary,no,no,no,cellular,unknown,no,2850.0,36.0,3.0,0
1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,9.117358479605867,4.206184043977636,0.7419373447293773,-2.302585092994045,0,1,0.4999999999999999,0.8660254037844387,28,-0.5712682150947924,0.8207634412072763,student,single,tertiary,no,no,no,cellular,unknown,no,1092.0,67.0,2.0,0
1541,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,9.029429819247625,5.52585126616354,0.7419373447293773,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,8,0.9987165071710528,-0.0506491688387126,management,married,tertiary,no,no,no,cellular,unknown,no,325.0,251.0,2.0,0
1542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,9.819458995240677,5.823341709713841,1.1314021114911006,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,12,0.6513724827222223,-0.758758122692791,management,married,tertiary,no,no,no,cellular,unknown,no,10368.0,338.0,3.0,0
1543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,40.0,9.074875683166908,3.370738174177447,3.3357695763397,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,21,-0.8978045395707417,-0.4403941515576342,blue-collar,married,primary,no,yes,no,unknown,unknown,no,713.0,29.0,28.0,0
1544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,41.0,9.763943836347902,5.587623120115915,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,20,-0.7907757369376986,-0.6121059825476627,services,married,secondary,no,yes,no,unknown,unknown,no,9375.0,267.0,1.0,0
1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,49.0,9.017495640285237,4.606169686321175,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,8,0.9987165071710528,-0.0506491688387126,technician,married,primary,no,yes,no,unknown,unknown,no,226.0,100.0,1.0,0
1546,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,34.0,9.207646747424697,4.318820558770089,0.0953101798043249,-2.302585092994045,0,11,-0.5000000000000004,0.8660254037844384,8,0.9945218953682734,-0.1045284632676533,management,single,tertiary,no,no,no,telephone,unknown,no,1953.0,75.0,1.0,0
1547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,34.0,9.050887326085835,5.869579359117858,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,15,0.1011683219874327,-0.994869323391895,blue-collar,married,primary,no,yes,yes,cellular,unknown,no,506.0,354.0,1.0,0
1548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,8.989830848562615,5.765504533284198,0.7419373447293773,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,13,0.485301962531081,-0.8743466161445821,management,married,secondary,no,yes,no,unknown,unknown,no,1.0,319.0,2.0,0
1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,9.109536127399569,5.8321756894246,0.0953101798043249,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,15,0.1011683219874327,-0.994869323391895,unemployed,single,secondary,no,yes,no,cellular,unknown,no,1021.0,341.0,1.0,0
1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,44.0,9.353756499243085,5.011301738639416,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,22,-0.968077118866204,-0.2506525322587213,technician,married,secondary,no,no,yes,telephone,unknown,no,3522.0,150.0,1.0,0
1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,43.0,9.190453941168586,6.129268051255177,0.0953101798043249,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,9,0.9510565162951536,-0.3090169943749473,technician,married,tertiary,no,no,no,unknown,unknown,no,1783.0,459.0,1.0,0
1552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,56.0,8.992072415608721,5.3757412635128405,1.1314021114911006,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,21,-0.8978045395707417,-0.4403941515576342,management,married,tertiary,no,no,no,cellular,unknown,no,19.0,216.0,3.0,0
1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,8.859235600070651,4.235554730773624,0.7419373447293773,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,31,-2.4492935982947064e-16,1.0,technician,married,tertiary,no,yes,yes,cellular,unknown,no,-981.0,69.0,2.0,0
1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0,9.058947552420587,4.821087692210561,1.62924053973028,-2.302585092994045,0,11,-0.5000000000000004,0.8660254037844384,2,0.4067366430758001,0.9135454576426008,technician,married,secondary,no,yes,no,telephone,unknown,no,575.0,124.0,5.0,0
1555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,43.0,9.27922257067246,5.03760174232607,0.0953101798043249,-2.302585092994045,0,4,0.8660254037844387,-0.4999999999999998,15,5.66553889764798e-16,-1.0,blue-collar,married,secondary,no,yes,no,cellular,unknown,no,2693.0,154.0,1.0,0
1556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,37.0,9.063590571289634,5.680513847716846,0.7419373447293773,-2.302585092994045,0,2,0.8660254037844386,0.5000000000000001,3,0.6234898018587335,0.7818314824680298,management,married,tertiary,no,no,no,cellular,unknown,no,615.0,293.0,2.0,0
1557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,33.0,9.58555930832516,6.236565265774234,1.1314021114911006,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,3,0.5877852522924731,0.8090169943749475,services,single,secondary,no,yes,no,unknown,unknown,no,6533.0,511.0,3.0,0
1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,9.380850784343442,5.802420444553201,0.0953101798043249,-2.302585092994045,0,11,-0.5000000000000004,0.8660254037844384,20,-0.8660254037844385,-0.5000000000000004,unemployed,married,primary,no,no,no,cellular,unknown,no,3839.0,331.0,1.0,0
1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,9.00148180273167,5.583872177983643,0.0953101798043249,-2.302585092994045,0,4,0.8660254037844387,-0.4999999999999998,20,-0.8660254037844385,-0.5000000000000004,technician,single,secondary,no,yes,no,cellular,unknown,no,95.0,266.0,1.0,0
1560,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,47.0,9.188002734254468,5.9586830575836025,1.410986973710262,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,14,0.299363122973358,-0.9541392564000488,services,married,secondary,no,yes,no,unknown,unknown,no,1759.0,387.0,4.0,0
1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,9.005540050221802,5.790265934544339,0.0953101798043249,-2.302585092994045,0,4,0.8660254037844387,-0.4999999999999998,20,-0.8660254037844385,-0.5000000000000004,admin.,single,secondary,no,yes,yes,cellular,unknown,no,128.0,327.0,1.0,0
1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44.0,8.992445522097642,6.502939959715469,1.1314021114911006,-2.302585092994045,0,4,0.8660254037844387,-0.4999999999999998,13,0.4067366430758,-0.913545457642601,admin.,divorced,secondary,no,yes,no,cellular,unknown,no,22.0,667.0,3.0,0
1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,33.0,9.01713176574516,5.210032451680465,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,8,0.9987165071710528,-0.0506491688387126,technician,single,secondary,no,yes,no,cellular,unknown,no,223.0,183.0,1.0,0
1564,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,9.165248859354373,5.736894826106403,1.1314021114911006,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,15,5.66553889764798e-16,-1.0,self-employed,single,secondary,no,no,no,cellular,unknown,no,1539.0,310.0,3.0,0
1565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,9.105768434197962,4.443827035579329,0.7419373447293773,-2.302585092994045,0,10,-0.8660254037844386,0.5000000000000001,12,0.6513724827222223,-0.758758122692791,retired,married,primary,no,no,no,telephone,unknown,no,987.0,85.0,2.0,0
1566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,41.0,9.017374363482912,3.893859034800475,0.0953101798043249,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,21,-0.8978045395707417,-0.4403941515576342,blue-collar,married,secondary,no,yes,yes,cellular,unknown,no,225.0,49.0,1.0,0
1567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,29.0,9.051356363746432,5.3986150878634005,0.0953101798043249,-2.302585092994045,0,6,1.2246467991473532e-16,-1.0,3,0.5877852522924731,0.8090169943749475,entrepreneur,single,tertiary,no,yes,yes,unknown,unknown,no,510.0,221.0,1.0,0
1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,40.0,9.354449373921115,5.464255444091467,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,21,-0.8978045395707417,-0.4403941515576342,technician,married,secondary,no,yes,no,unknown,unknown,no,3530.0,236.0,1.0,0
1569,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44.0,9.300098805681444,4.9494688588587685,0.0953101798043249,-2.302585092994045,0,11,-0.5000000000000004,0.8660254037844384,17,-0.4067366430758002,-0.9135454576426008,management,married,tertiary,no,yes,no,cellular,unknown,no,2919.0,141.0,1.0,0
1570,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,37.0,9.462351224364182,6.586309576377547,0.0953101798043249,-2.302585092994045,0,11,-0.5000000000000004,0.8660254037844384,19,-0.743144825477394,-0.6691306063588585,blue-collar,single,secondary,no,no,no,cellular,unknown,no,4846.0,725.0,1.0,0
1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,8.99715952767618,3.914021008090819,1.410986973710262,-2.302585092994045,0,2,0.8660254037844386,0.5000000000000001,9,0.9009688679024191,-0.433883739117558,unemployed,married,tertiary,no,yes,no,cellular,unknown,no,60.0,50.0,4.0,0
1572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,34.0,9.062895491269527,4.844974178195408,0.7419373447293773,-2.302585092994045,0,8,-0.8660254037844385,-0.5000000000000004,26,-0.8486442574947509,0.5289640103269624,management,divorced,tertiary,no,no,no,cellular,unknown,no,609.0,127.0,2.0,0
1573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,9.088297024063454,5.352331954854275,0.0953101798043249,0.0953101798043249,0,5,0.4999999999999999,-0.8660254037844387,14,0.299363122973358,-0.9541392564000488,blue-collar,married,primary,no,yes,no,cellular,failure,yes,831.0,211.0,1.0,1
1574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,8.950027002984092,4.565389315976247,0.0953101798043249,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,18,-0.4853019625310808,-0.8743466161445822,services,single,secondary,yes,no,no,cellular,unknown,no,-312.0,96.0,1.0,0
1575,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,9.516655270125916,3.6402142821326553,1.62924053973028,0.7419373447293773,0,4,0.8660254037844387,-0.4999999999999998,20,-0.8660254037844385,-0.5000000000000004,self-employed,married,secondary,no,no,no,cellular,failure,yes,5564.0,38.0,5.0,2
1576,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,8.992694182441328,4.291828366755733,0.7419373447293773,-2.302585092994045,0,10,-0.8660254037844386,0.5000000000000001,2,0.3943558551133185,0.9189578116202306,management,married,tertiary,no,no,no,cellular,unknown,no,24.0,73.0,2.0,0
1577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,9.0483036791248,5.231643233280044,0.0953101798043249,0.7419373447293773,0,4,0.8660254037844387,-0.4999999999999998,16,-0.207911690817759,-0.9781476007338056,technician,single,secondary,no,yes,no,cellular,failure,yes,484.0,187.0,1.0,2
1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,42.0,9.002959435340971,4.860587297852597,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,16,-0.101168321987432,-0.9948693233918952,admin.,divorced,secondary,no,yes,no,unknown,unknown,no,107.0,129.0,1.0,0
1579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,8.995797230881143,5.6458001921178536,0.0953101798043249,-2.302585092994045,0,2,0.8660254037844386,0.5000000000000001,2,0.4338837391175581,0.9009688679024191,retired,divorced,primary,no,no,no,cellular,unknown,no,49.0,283.0,1.0,0
1580,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,8.971715094811264,3.873282177111716,0.7419373447293773,-2.302585092994045,0,7,-0.4999999999999997,-0.8660254037844388,21,-0.8978045395707417,-0.4403941515576342,management,single,tertiary,no,yes,no,cellular,unknown,no,-143.0,48.0,2.0,0
1581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0,9.13400993196936,5.380358076884246,0.7419373447293773,0.7419373447293773,0,2,0.8660254037844386,0.5000000000000001,5,0.9009688679024191,0.4338837391175582,self-employed,single,secondary,no,yes,no,cellular,success,yes,1245.0,217.0,2.0,2
1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,9.076706116918643,5.59508305773286,0.0953101798043249,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,16,-0.101168321987432,-0.9948693233918952,technician,married,secondary,no,yes,no,unknown,unknown,no,729.0,269.0,1.0,0
1583,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,29.0,9.037069731782642,5.318610069815799,0.0953101798043249,0.0953101798043249,0,10,-0.8660254037844386,0.5000000000000001,28,-0.5712682150947924,0.8207634412072763,management,single,tertiary,no,no,no,cellular,success,yes,389.0,204.0,1.0,1
1584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,35.0,9.099866806931534,5.620763118936109,1.1314021114911006,-2.302585092994045,0,5,0.4999999999999999,-0.8660254037844387,29,-0.3943558551133187,0.9189578116202306,services,married,secondary,no,yes,no,unknown,unknown,no,934.0,276.0,3.0,0
